order_id,customer_id,product_id,order_date,quantity,price
96,289,30,2024-11-13,4,389.17
97,285,43,2025-03-09,2,466.22
98,488,35,2023-10-01,5,157.64
99,47,48,2025-01-24,3,128.52
100,327,28,2024-04-01,5,413.67
101,102,19,2025-07-07,2,406.76
102,412,11,2025-04-28,3,32.84
103,52,22,2024-09-07,4,206.02
104,45,5,2025-07-27,4,234.83
105,238,35,2025-02-05,4,157.64
106,473,2,2024-11-09,4,31.66
107,285,6,2025-05-24,3,93.43
108,78,17,2023-07-30,1,236.4
109,99,26,2025-02-17,5,409.91
110,165,28,2024-09-01,2,413.67
111,214,37,2025-05-18,3,247.5
112,233,49,2025-06-27,2,494.83
113,320,25,2025-06-11,2,58.57
114,229,33,2025-06-05,2,251.05
115,130,5,2024-01-30,2,234.83
116,158,26,2025-07-21,2,409.91
117,104,5,2025-03-20,2,234.83
118,449,50,2025-07-02,4,412.85
119,411,30,2025-03-22,1,389.17
120,162,44,2025-05-02,1,283.26
121,175,34,2025-05-13,3,383.91
122,397,14,2024-02-02,1,483.27
123,163,35,2024-07-26,3,157.64
124,498,41,2025-04-01,2,392.1
125,103,8,2024-04-03,4,84.35
126,101,39,2025-03-26,5,356.55
127,53,14,2025-07-08,4,483.27
128,431,11,2025-05-07,3,32.84
129,347,16,2023-11-08,4,119.4
130,150,1,2024-08-11,3,55.66
131,293,4,2024-04-27,3,310.64
132,270,38,2025-01-09,1,64.3
133,468,40,2024-06-27,4,178.45
134,259,20,2024-12-03,5,256.16
135,491,35,2025-06-27,3,157.64
136,327,12,2023-01-27,1,317.1
137,231,32,2025-01-30,4,246.42
138,47,31,2025-02-17,4,423.58
139,397,5,2024-01-26,5,234.83
140,37,2,2024-08-10,5,31.66
141,90,38,2025-04-08,2,64.3
142,151,30,2025-03-04,2,389.17
143,232,44,2025-07-27,3,283.26
144,333,28,2023-08-30,2,413.67
145,282,1,2025-03-05,2,55.66
146,260,38,2025-07-22,3,64.3
147,252,17,2025-07-04,5,236.4
148,403,22,2025-01-09,3,206.02
149,294,19,2025-01-05,3,406.76
150,94,29,2023-11-01,2,396.97
151,340,9,2024-07-20,1,380.9
152,466,3,2024-10-18,5,437.91
153,58,45,2024-07-31,4,242.32
154,314,49,2024-12-26,2,494.83
155,426,50,2024-03-02,3,412.85
156,328,22,2025-07-01,5,206.02
157,344,32,2025-03-14,4,246.42
158,211,36,2024-02-21,4,130.77
159,300,4,2024-08-08,1,310.64
160,356,47,2025-03-19,1,209.65
161,304,11,2025-07-16,3,32.84
162,294,26,2025-01-21,1,409.91
163,397,47,2024-10-05,3,209.65
164,229,6,2025-05-01,1,93.43
165,162,25,2025-01-12,1,58.57
166,371,40,2025-01-18,2,178.45
167,61,32,2025-07-13,4,246.42
168,160,6,2024-12-08,2,93.43
169,421,9,2024-07-03,3,380.9
170,236,34,2024-11-29,5,383.91
171,101,11,2025-02-16,3,32.84
172,91,20,2024-07-02,1,256.16
173,22,46,2025-06-03,3,143.66
174,166,37,2024-11-24,4,247.5
175,163,25,2024-06-28,3,58.57
176,270,28,2025-01-06,1,413.67
177,360,31,2024-11-21,1,423.58
178,273,25,2022-11-20,5,58.57
179,231,26,2024-10-22,3,409.91
180,235,40,2025-07-05,5,178.45
181,121,48,2025-04-01,4,128.52
182,374,13,2025-06-11,4,308.95
183,444,41,2024-09-13,4,392.1
184,310,14,2025-03-25,3,483.27
185,260,23,2024-04-18,2,61.05
186,5,14,2023-09-25,3,483.27
187,90,35,2025-01-14,2,157.64
188,34,21,2023-02-27,5,156.61
189,402,10,2023-07-30,3,453.28
190,67,37,2025-03-09,2,247.5
191,455,12,2025-05-23,4,317.1
192,406,23,2025-07-16,1,61.05
193,375,22,2024-12-26,1,206.02
194,260,39,2024-11-11,4,356.55
195,330,33,2024-03-07,4,251.05
196,188,8,2023-09-01,3,84.35
197,398,23,2025-04-07,1,61.05
198,296,32,2025-07-09,2,246.42
199,5,3,2024-10-01,1,437.91
200,500,42,2025-05-20,2,183.26
201,493,8,2024-11-17,3,84.35
202,241,24,2024-05-24,2,307.56
203,133,14,2025-05-15,2,483.27
204,482,15,2024-01-20,5,312.98
205,40,39,2024-08-10,1,356.55
206,205,4,2023-11-17,5,310.64
207,376,9,2025-06-15,1,380.9
208,222,24,2025-03-15,5,307.56
209,338,13,2024-10-29,5,308.95
210,28,29,2025-03-06,1,396.97
211,276,4,2024-11-03,5,310.64
212,43,34,2022-09-18,2,383.91
213,414,11,2024-05-22,1,32.84
214,357,19,2024-06-26,2,406.76
215,114,13,2024-01-08,2,308.95
216,327,14,2023-04-16,1,483.27
217,405,12,2024-04-30,3,317.1
218,469,26,2024-10-09,1,409.91
219,18,6,2023-05-13,3,93.43
220,79,2,2023-10-04,2,31.66
221,414,33,2023-08-16,4,251.05
222,336,9,2023-09-20,1,380.9
223,64,3,2025-07-03,3,437.91
224,493,8,2025-01-14,5,84.35
225,358,40,2024-06-06,5,178.45
226,66,36,2025-06-22,3,130.77
227,36,24,2025-02-11,4,307.56
228,332,44,2023-07-20,1,283.26
229,190,20,2025-05-05,4,256.16
230,497,49,2023-11-05,2,494.83
231,310,36,2025-04-12,3,130.77
232,340,46,2024-11-11,4,143.66
233,170,33,2024-05-09,5,251.05
234,307,4,2025-06-21,5,310.64
235,234,2,2023-01-20,3,31.66
236,77,25,2024-10-09,1,58.57
237,425,28,2025-03-14,3,413.67
238,172,5,2025-02-02,3,234.83
239,197,32,2024-06-15,4,246.42
240,456,45,2023-10-01,4,242.32
241,337,37,2025-01-28,1,247.5
242,481,3,2025-05-18,1,437.91
243,26,2,2024-06-02,4,31.66
244,498,24,2024-12-06,2,307.56
245,23,16,2024-10-12,3,119.4
246,203,7,2024-08-10,5,199.03
247,167,38,2025-07-21,5,64.3
248,262,29,2023-08-25,5,396.97
249,468,3,2024-12-01,4,437.91
250,168,44,2025-07-28,4,283.26
251,125,45,2024-09-18,2,242.32
252,495,37,2025-05-28,2,247.5
253,209,2,2025-06-21,1,31.66
254,400,31,2025-07-20,2,423.58
255,96,12,2024-09-23,5,317.1
256,220,42,2025-01-12,3,183.26
257,175,29,2023-12-08,1,396.97
258,273,43,2022-12-30,1,466.22
259,151,8,2024-06-10,5,84.35
260,358,47,2025-03-04,5,209.65
261,315,28,2025-04-02,4,413.67
262,63,12,2025-01-06,3,317.1
263,254,33,2024-10-25,4,251.05
264,160,2,2024-11-18,2,31.66
265,474,3,2024-11-02,3,437.91
266,129,41,2025-07-13,4,392.1
267,318,42,2025-07-19,3,183.26
268,258,24,2024-10-17,1,307.56
269,455,19,2024-02-11,1,406.76
270,283,4,2025-01-26,2,310.64
271,410,23,2023-05-25,1,61.05
272,23,3,2025-07-14,2,437.91
273,56,14,2025-02-22,3,483.27
274,42,48,2025-02-22,1,128.52
275,255,48,2025-07-26,4,128.52
276,83,16,2024-09-12,2,119.4
277,38,37,2024-08-11,5,247.5
278,378,8,2025-07-11,3,84.35
279,441,20,2024-06-09,4,256.16
280,202,24,2024-07-02,1,307.56
281,338,49,2023-10-31,5,494.83
282,237,22,2025-07-24,4,206.02
283,14,24,2025-02-15,5,307.56
284,236,47,2025-01-11,3,209.65
285,128,25,2025-01-24,3,58.57
286,359,6,2024-12-26,4,93.43
287,20,4,2025-07-20,2,310.64
288,391,29,2025-04-27,3,396.97
289,91,18,2024-03-20,5,416.98
290,95,10,2025-06-03,2,453.28
291,406,4,2025-06-20,1,310.64
292,66,37,2025-02-11,4,247.5
293,51,23,2025-05-31,4,61.05
294,434,8,2025-07-25,5,84.35
295,382,10,2025-05-27,2,453.28
296,185,20,2025-02-21,3,256.16
297,470,42,2025-05-20,5,183.26
298,316,11,2024-08-25,5,32.84
299,114,13,2023-08-25,4,308.95
300,101,20,2025-02-15,3,256.16
301,29,13,2024-04-22,3,308.95
302,381,39,2025-01-19,4,356.55
303,178,25,2025-03-26,5,58.57
304,258,45,2024-10-01,2,242.32
305,107,50,2022-11-19,5,412.85
306,154,11,2022-09-23,2,32.84
307,186,32,2025-06-29,1,246.42
308,486,30,2024-10-07,3,389.17
309,308,37,2024-10-01,4,247.5
310,456,14,2023-06-03,4,483.27
311,437,27,2024-11-07,4,260.65
312,74,7,2024-09-20,2,199.03
313,190,1,2025-06-08,4,55.66
314,292,22,2024-10-15,5,206.02
315,420,38,2025-04-06,1,64.3
316,418,34,2024-07-23,2,383.91
317,455,9,2024-05-11,1,380.9
318,62,49,2023-12-22,2,494.83
319,43,16,2022-10-14,1,119.4
320,231,41,2024-05-31,5,392.1
321,474,49,2025-04-05,4,494.83
322,77,1,2024-10-28,2,55.66
323,386,16,2024-05-07,1,119.4
324,148,42,2024-04-26,4,183.26
325,9,29,2025-07-03,2,396.97
326,177,44,2025-07-24,2,283.26
327,481,42,2023-12-25,5,183.26
328,251,29,2024-01-21,1,396.97
329,397,3,2024-12-25,3,437.91
330,440,33,2023-09-20,3,251.05
331,318,39,2025-07-19,2,356.55
332,447,10,2025-05-21,4,453.28
333,355,17,2024-03-10,5,236.4
334,368,11,2025-07-21,2,32.84
335,478,49,2025-03-22,3,494.83
336,248,22,2025-07-01,3,206.02
337,155,13,2025-07-28,1,308.95
338,393,4,2023-08-27,2,310.64
339,148,8,2025-01-17,1,84.35
340,1,39,2025-06-19,3,356.55
341,435,23,2025-04-20,2,61.05
342,274,45,2024-07-05,4,242.32
343,188,30,2025-04-30,2,389.17
344,457,33,2024-05-04,1,251.05
345,110,19,2025-03-22,1,406.76
346,151,22,2024-11-05,3,206.02
347,164,29,2025-05-07,1,396.97
348,100,33,2023-06-22,1,251.05
349,307,29,2025-06-09,3,396.97
350,475,29,2024-01-02,3,396.97
351,201,20,2025-03-18,3,256.16
352,236,47,2024-10-23,3,209.65
353,249,5,2024-09-02,3,234.83
354,234,24,2022-10-14,1,307.56
355,426,1,2025-01-19,4,55.66
356,68,22,2024-05-05,5,206.02
357,329,39,2024-11-05,3,356.55
358,495,33,2025-07-13,5,251.05
359,297,20,2025-04-29,2,256.16
360,485,38,2024-02-13,1,64.3
361,35,42,2025-06-11,2,183.26
362,60,22,2025-03-16,1,206.02
363,239,1,2025-04-25,3,55.66
364,162,45,2025-03-02,1,242.32
365,491,45,2025-07-15,4,242.32
366,392,16,2024-11-12,3,119.4
367,306,3,2025-07-28,1,437.91
368,57,17,2025-04-29,3,236.4
369,497,46,2024-05-17,4,143.66
370,232,10,2025-07-23,3,453.28
371,392,46,2024-12-16,4,143.66
372,410,36,2024-09-27,3,130.77
373,187,6,2024-11-06,3,93.43
374,153,27,2025-07-28,4,260.65
375,232,21,2025-07-23,5,156.61
376,105,28,2025-07-03,4,413.67
377,291,23,2024-10-19,5,61.05
378,483,13,2024-11-27,3,308.95
379,207,8,2025-07-11,4,84.35
380,404,23,2025-05-02,2,61.05
381,425,21,2024-06-25,1,156.61
382,411,24,2025-05-24,3,307.56
383,224,42,2025-06-11,4,183.26
384,85,43,2025-03-05,2,466.22
385,407,49,2023-10-12,1,494.83
386,12,41,2024-05-17,2,392.1
387,42,47,2025-07-25,4,209.65
388,476,12,2025-01-25,5,317.1
389,470,30,2025-06-07,2,389.17
390,348,28,2025-03-30,3,413.67
391,360,28,2025-02-07,1,413.67
392,267,29,2023-02-06,4,396.97
393,52,24,2024-06-13,4,307.56
394,149,9,2023-11-22,3,380.9
395,352,28,2025-05-01,2,413.67
396,323,12,2024-05-15,1,317.1
397,280,18,2023-02-07,4,416.98
398,23,48,2025-01-10,4,128.52
399,231,2,2025-06-03,5,31.66
400,219,26,2025-04-02,4,409.91
401,365,4,2024-03-02,1,310.64
402,162,40,2025-01-12,1,178.45
403,325,9,2025-03-30,5,380.9
404,40,46,2025-04-05,5,143.66
405,234,31,2023-08-02,5,423.58
406,165,49,2024-07-30,2,494.83
407,229,33,2025-03-10,5,251.05
408,416,32,2024-07-20,4,246.42
409,214,37,2025-07-12,5,247.5
410,366,20,2025-04-07,5,256.16
411,412,35,2023-07-08,1,157.64
412,473,1,2025-03-24,1,55.66
413,298,4,2023-08-04,2,310.64
414,96,45,2024-08-30,5,242.32
415,256,46,2023-12-05,5,143.66
416,144,1,2024-12-09,1,55.66
417,58,40,2024-02-06,4,178.45
418,163,21,2025-07-16,1,156.61
419,86,36,2025-07-25,2,130.77
420,152,17,2025-06-07,3,236.4
421,477,34,2024-08-19,5,383.91
422,132,17,2023-04-19,2,236.4
423,277,34,2025-07-27,3,383.91
424,161,22,2025-03-21,2,206.02
425,39,22,2025-01-11,4,206.02
426,9,17,2025-07-03,5,236.4
427,35,32,2025-07-27,4,246.42
428,267,3,2025-03-16,2,437.91
429,166,19,2024-08-12,5,406.76
430,364,43,2025-07-01,2,466.22
431,433,5,2024-08-13,1,234.83
432,265,34,2025-07-18,2,383.91
433,466,3,2025-04-22,1,437.91
434,423,16,2023-09-26,4,119.4
435,208,24,2025-03-30,3,307.56
436,331,32,2024-11-10,4,246.42
437,346,35,2024-10-25,3,157.64
438,212,14,2025-02-27,3,483.27
439,383,35,2025-04-21,3,157.64
440,288,38,2025-07-27,2,64.3
441,182,45,2024-10-12,5,242.32
442,138,7,2024-10-19,4,199.03
443,157,4,2025-08-02,1,310.64
444,205,40,2023-02-04,2,178.45
445,383,4,2024-12-10,1,310.64
446,50,17,2024-12-20,1,236.4
447,379,27,2025-06-25,5,260.65
448,160,4,2024-03-08,3,310.64
449,432,43,2025-03-27,3,466.22
450,454,21,2023-04-09,5,156.61
451,136,7,2025-07-12,1,199.03
452,19,17,2024-04-16,3,236.4
453,14,25,2025-05-08,2,58.57
454,404,21,2023-11-13,5,156.61
455,23,13,2024-12-07,3,308.95
456,464,12,2024-12-10,1,317.1
457,396,20,2025-04-24,2,256.16
458,298,15,2025-02-08,1,312.98
459,42,28,2025-03-28,3,413.67
460,386,6,2024-07-25,2,93.43
461,62,24,2023-07-08,2,307.56
462,255,27,2024-02-11,5,260.65
463,146,39,2024-08-05,4,356.55
464,145,1,2025-06-17,4,55.66
465,106,2,2024-12-02,3,31.66
466,185,23,2024-06-27,1,61.05
467,179,15,2025-07-28,5,312.98
468,256,31,2024-11-20,2,423.58
469,387,17,2025-06-30,5,236.4
470,27,36,2025-04-02,1,130.77
471,386,6,2024-04-29,1,93.43
472,335,3,2024-12-29,1,437.91
473,4,46,2025-06-09,4,143.66
474,333,4,2025-03-09,1,310.64
475,385,1,2025-05-01,3,55.66
476,202,38,2025-06-20,4,64.3
477,150,37,2024-12-22,3,247.5
478,431,39,2025-07-13,5,356.55
479,470,30,2025-07-19,2,389.17
480,344,34,2024-10-02,5,383.91
481,37,31,2025-06-29,2,423.58
482,227,12,2024-12-08,1,317.1
483,90,4,2025-06-09,5,310.64
484,279,39,2025-02-26,3,356.55
485,142,17,2025-07-15,3,236.4
486,334,41,2024-05-14,1,392.1
487,87,49,2023-03-16,3,494.83
488,130,35,2024-11-15,4,157.64
489,499,6,2024-07-06,2,93.43
490,276,12,2025-05-30,4,317.1
491,243,30,2024-12-03,5,389.17
492,205,44,2024-12-19,2,283.26
493,154,12,2023-09-21,2,317.1
494,186,22,2025-07-13,4,206.02
495,103,14,2024-04-03,2,483.27
496,83,20,2025-06-12,4,256.16
497,419,6,2023-06-01,3,93.43
498,494,10,2023-11-17,3,453.28
499,493,15,2025-06-01,2,312.98
500,267,36,2024-04-13,1,130.77
501,235,20,2025-01-19,1,256.16
502,209,45,2024-12-24,5,242.32
503,410,40,2024-01-25,1,178.45
504,15,50,2024-10-16,4,412.85
505,86,40,2025-02-25,2,178.45
506,442,24,2025-04-02,3,307.56
507,211,7,2024-02-02,1,199.03
508,209,28,2025-04-09,2,413.67
509,275,30,2024-04-14,4,389.17
510,62,6,2024-05-30,5,93.43
511,209,44,2025-07-23,3,283.26
512,492,12,2025-03-29,2,317.1
513,418,24,2025-03-06,4,307.56
514,487,17,2025-04-20,3,236.4
515,111,25,2025-06-01,3,58.57
516,87,19,2023-11-16,1,406.76
517,321,24,2025-03-28,2,307.56
518,175,30,2025-03-17,2,389.17
519,435,27,2025-07-29,2,260.65
520,76,27,2025-07-20,4,260.65
521,303,38,2023-09-03,2,64.3
522,493,12,2024-10-18,5,317.1
523,450,3,2024-06-12,4,437.91
524,272,33,2024-12-05,3,251.05
525,350,13,2024-02-13,2,308.95
526,162,49,2024-12-21,1,494.83
527,223,40,2023-08-15,1,178.45
528,22,29,2025-06-07,3,396.97
529,214,17,2025-07-11,3,236.4
530,270,4,2025-03-04,3,310.64
531,309,5,2024-01-02,2,234.83
532,63,16,2024-11-01,5,119.4
533,7,20,2025-04-22,2,256.16
534,202,39,2025-05-13,3,356.55
535,3,45,2024-02-22,2,242.32
536,118,29,2025-05-20,2,396.97
537,167,14,2025-07-21,5,483.27
538,380,37,2023-11-06,3,247.5
539,327,9,2023-03-12,3,380.9
540,189,10,2023-12-20,3,453.28
541,151,11,2025-03-01,3,32.84
542,331,22,2024-09-07,1,206.02
543,220,23,2025-04-17,1,61.05
544,443,40,2023-12-09,3,178.45
545,186,29,2025-07-11,3,396.97
546,276,50,2025-04-02,1,412.85
547,145,43,2025-06-08,1,466.22
548,263,25,2025-07-20,5,58.57
549,331,32,2025-01-16,5,246.42
550,479,37,2023-09-02,3,247.5
551,144,44,2024-08-02,5,283.26
552,149,46,2025-02-02,1,143.66
553,410,37,2025-03-31,2,247.5
554,66,13,2024-09-03,2,308.95
555,96,35,2023-06-18,3,157.64
556,214,30,2025-07-06,2,389.17
557,452,31,2025-07-07,2,423.58
558,172,15,2024-11-27,3,312.98
559,256,22,2025-03-06,4,206.02
560,488,14,2024-04-24,1,483.27
561,223,9,2024-11-18,4,380.9
562,163,11,2024-03-25,4,32.84
563,67,8,2025-04-06,2,84.35
564,299,36,2025-03-06,5,130.77
565,439,33,2025-07-29,4,251.05
566,319,7,2024-12-30,5,199.03
567,142,35,2024-12-21,5,157.64
568,425,9,2025-01-29,3,380.9
569,336,32,2024-12-29,3,246.42
570,11,50,2025-06-18,3,412.85
571,257,1,2025-03-26,5,55.66
572,472,26,2025-02-19,5,409.91
573,405,20,2024-02-24,4,256.16
574,341,9,2025-05-22,5,380.9
575,340,46,2025-02-04,3,143.66
576,396,4,2024-03-08,5,310.64
577,256,13,2025-04-20,1,308.95
578,419,47,2025-02-05,3,209.65
579,189,42,2024-05-17,5,183.26
580,199,43,2025-05-06,2,466.22
581,188,14,2023-07-22,2,483.27
582,260,49,2025-04-23,2,494.83
583,322,15,2025-05-23,1,312.98
584,196,15,2025-05-30,3,312.98
585,357,11,2023-01-23,4,32.84
586,364,44,2025-06-20,3,283.26
587,307,35,2024-12-07,3,157.64
588,485,33,2025-05-26,2,251.05
589,497,25,2024-01-16,4,58.57
590,336,44,2024-03-08,4,283.26
591,285,11,2024-09-20,1,32.84
592,123,32,2025-07-29,3,246.42
593,466,35,2025-06-14,5,157.64
594,170,44,2023-05-08,1,283.26
595,34,10,2024-12-12,1,453.28
596,111,3,2023-11-09,2,437.91
597,394,21,2025-07-25,3,156.61
598,236,21,2024-08-03,1,156.61
599,93,29,2025-04-08,5,396.97
600,288,48,2025-07-14,2,128.52
601,293,23,2024-02-22,3,61.05
602,486,43,2025-02-19,4,466.22
603,499,25,2023-04-07,2,58.57
604,343,40,2024-02-24,4,178.45
605,245,21,2024-08-25,4,156.61
606,296,10,2025-07-27,1,453.28
607,463,15,2024-09-11,4,312.98
608,356,9,2025-03-20,4,380.9
609,292,49,2025-06-28,5,494.83
610,474,33,2024-10-24,1,251.05
611,54,5,2024-07-06,1,234.83
612,171,47,2025-04-08,2,209.65
613,221,4,2024-07-10,1,310.64
614,29,50,2023-10-23,2,412.85
615,227,6,2025-05-31,3,93.43
616,243,45,2025-07-04,4,242.32
617,429,20,2025-05-01,2,256.16
618,20,36,2025-06-13,4,130.77
619,337,33,2024-09-29,3,251.05
620,288,6,2025-06-06,3,93.43
621,348,38,2025-02-21,3,64.3
622,480,23,2024-09-21,5,61.05
623,396,4,2025-07-03,2,310.64
624,27,16,2024-12-08,2,119.4
625,287,34,2024-09-20,1,383.91
626,4,17,2025-06-25,4,236.4
627,426,23,2023-06-24,1,61.05
628,77,36,2024-08-21,3,130.77
629,77,25,2024-09-23,5,58.57
630,4,24,2025-06-13,4,307.56
631,260,10,2024-02-13,5,453.28
632,341,4,2024-12-21,5,310.64
633,155,9,2025-06-30,2,380.9
634,499,46,2024-07-17,5,143.66
635,374,39,2025-07-30,3,356.55
636,464,39,2023-04-20,1,356.55
637,254,31,2023-02-05,3,423.58
638,206,45,2023-10-08,5,242.32
639,148,48,2023-02-22,2,128.52
640,144,8,2025-07-11,4,84.35
641,52,4,2024-10-19,2,310.64
642,265,39,2024-02-28,3,356.55
643,317,37,2024-10-10,1,247.5
644,377,38,2024-12-23,5,64.3
645,101,2,2025-02-27,2,31.66
646,250,48,2025-07-30,1,128.52
647,418,47,2025-04-21,1,209.65
648,205,10,2025-04-29,4,453.28
649,266,45,2024-12-05,5,242.32
650,414,2,2025-01-21,2,31.66
651,178,33,2024-11-23,3,251.05
652,197,13,2024-07-19,4,308.95
653,207,31,2024-11-08,4,423.58
654,116,4,2023-11-27,4,310.64
655,497,49,2025-07-11,1,494.83
656,476,24,2025-04-18,4,307.56
657,86,33,2025-03-08,5,251.05
658,436,46,2025-07-08,2,143.66
659,159,37,2025-03-06,1,247.5
660,42,11,2025-03-01,2,32.84
661,314,31,2025-06-15,1,423.58
662,312,25,2024-08-12,5,58.57
663,188,47,2025-03-11,3,209.65
664,42,3,2025-03-03,3,437.91
665,227,42,2025-02-26,5,183.26
666,298,38,2024-02-26,3,64.3
667,286,16,2024-10-22,2,119.4
668,244,11,2025-06-14,3,32.84
669,292,15,2025-04-16,5,312.98
670,77,47,2025-01-08,1,209.65
671,57,4,2024-12-01,3,310.64
672,176,21,2025-05-24,4,156.61
673,401,6,2024-12-15,4,93.43
674,27,3,2024-06-24,1,437.91
675,91,10,2024-08-05,3,453.28
676,388,12,2023-11-09,2,317.1
677,365,8,2023-10-14,2,84.35
678,462,34,2024-07-17,5,383.91
679,5,13,2025-05-21,5,308.95
680,287,40,2024-09-18,4,178.45
681,108,44,2024-06-05,1,283.26
682,384,12,2023-11-19,3,317.1
683,314,34,2025-01-08,4,383.91
684,366,42,2024-12-12,2,183.26
685,5,45,2025-03-09,3,242.32
686,384,22,2025-02-16,3,206.02
687,296,18,2024-12-07,4,416.98
688,152,13,2025-06-20,4,308.95
689,457,33,2023-11-15,1,251.05
690,36,49,2024-11-21,5,494.83
691,133,2,2025-05-11,1,31.66
692,393,29,2022-10-14,4,396.97
693,477,5,2025-02-14,1,234.83
694,500,24,2025-03-10,1,307.56
695,101,50,2025-03-28,5,412.85
696,168,20,2025-07-29,3,256.16
697,142,37,2025-02-02,3,247.5
698,99,34,2025-07-10,4,383.91
699,196,7,2024-04-27,5,199.03
700,312,43,2023-08-18,5,466.22
701,301,7,2023-12-07,2,199.03
702,82,29,2023-05-28,2,396.97
703,342,49,2025-01-01,1,494.83
704,417,11,2023-05-13,3,32.84
705,1,22,2024-12-24,1,206.02
706,408,50,2025-07-20,2,412.85
707,149,37,2025-02-10,2,247.5
708,7,25,2023-09-21,1,58.57
709,203,26,2024-12-14,4,409.91
710,289,6,2025-02-09,4,93.43
711,170,20,2024-05-04,4,256.16
712,156,1,2025-05-07,3,55.66
713,451,2,2024-07-14,2,31.66
714,113,33,2025-06-07,2,251.05
715,367,5,2025-07-06,3,234.83
716,446,23,2024-10-11,1,61.05
717,39,27,2023-10-23,4,260.65
718,87,15,2025-07-30,5,312.98
719,132,30,2023-06-10,4,389.17
720,299,7,2025-05-07,4,199.03
721,162,36,2025-04-22,3,130.77
722,379,15,2025-07-24,4,312.98
723,328,26,2025-04-15,3,409.91
724,168,37,2025-07-28,1,247.5
725,357,27,2023-04-22,2,260.65
726,270,5,2025-03-02,3,234.83
727,81,16,2024-02-27,3,119.4
728,146,9,2024-06-04,1,380.9
729,157,35,2025-02-11,2,157.64
730,231,45,2024-05-30,2,242.32
731,357,45,2024-08-13,1,242.32
732,496,31,2025-06-23,4,423.58
733,68,20,2023-12-13,5,256.16
734,375,3,2024-03-24,2,437.91
